NAME,B25104_001E,B25104_002E,B25104_003E,B25104_004E,B25104_005E,B25104_006E,B25104_007E,B25104_008E,B25104_009E,B25104_010E,B25104_011E,B25104_012E,B25104_013E,B25104_014E,B25104_015E,B25104_016E,B25104_017E,state,county,tract
"Census Tract 521.08, Snohomish County, Washington",1986.0,0.0,15.0,0.0,82.0,0.0,12.0,48.0,65.0,56.0,102.0,214.0,246.0,205.0,443.0,478.0,20.0,53,061,052108
"Census Tract 521.12, Snohomish County, Washington",904.0,0.0,0.0,0.0,13.0,6.0,33.0,19.0,12.0,37.0,24.0,59.0,145.0,70.0,163.0,313.0,10.0,53,061,052112
"Census Tract 521.13, Snohomish County, Washington",1004.0,0.0,0.0,7.0,10.0,6.0,6.0,28.0,37.0,63.0,30.0,153.0,77.0,123.0,75.0,369.0,20.0,53,061,052113
"Census Tract 521.14, Snohomish County, Washington",1569.0,0.0,9.0,0.0,0.0,0.0,25.0,37.0,35.0,46.0,28.0,102.0,186.0,231.0,383.0,480.0,7.0,53,061,052114
"Census Tract 521.19, Snohomish County, Washington",1015.0,0.0,0.0,0.0,0.0,0.0,6.0,69.0,33.0,15.0,0.0,26.0,167.0,277.0,193.0,203.0,26.0,53,061,052119
"Census Tract 521.20, Snohomish County, Washington",1223.0,0.0,11.0,17.0,0.0,0.0,11.0,53.0,48.0,19.0,29.0,107.0,166.0,253.0,228.0,281.0,0.0,53,061,052120
"Census Tract 521.21, Snohomish County, Washington",1242.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,87.0,0.0,69.0,172.0,259.0,241.0,174.0,153.0,0.0,53,061,052121
"Census Tract 521.22, Snohomish County, Washington",1277.0,0.0,0.0,0.0,8.0,34.0,13.0,27.0,50.0,8.0,9.0,79.0,128.0,145.0,143.0,524.0,109.0,53,061,052122
"Census Tract 522.03, Snohomish County, Washington",2189.0,0.0,0.0,0.0,0.0,27.0,59.0,58.0,133.0,26.0,80.0,95.0,263.0,589.0,364.0,472.0,23.0,53,061,052203
"Census Tract 522.04, Snohomish County, Washington",1736.0,0.0,0.0,31.0,0.0,46.0,101.0,37.0,78.0,14.0,32.0,98.0,581.0,451.0,193.0,74.0,0.0,53,061,052204
"Census Tract 522.06, Snohomish County, Washington",1814.0,12.0,0.0,28.0,11.0,50.0,158.0,0.0,73.0,55.0,12.0,129.0,190.0,262.0,226.0,589.0,19.0,53,061,052206
"Census Tract 522.07, Snohomish County, Washington",1944.0,0.0,4.0,0.0,8.0,62.0,40.0,136.0,35.0,68.0,13.0,236.0,316.0,298.0,373.0,327.0,28.0,53,061,052207
"Census Tract 522.08, Snohomish County, Washington",1566.0,0.0,7.0,22.0,29.0,15.0,12.0,43.0,44.0,8.0,52.0,192.0,485.0,397.0,197.0,38.0,25.0,53,061,052208
"Census Tract 522.10, Snohomish County, Washington",891.0,0.0,15.0,0.0,13.0,0.0,30.0,17.0,32.0,25.0,41.0,289.0,199.0,191.0,29.0,10.0,0.0,53,061,052210
"Census Tract 522.11, Snohomish County, Washington",188.0,0.0,0.0,0.0,7.0,0.0,5.0,9.0,4.0,18.0,0.0,97.0,25.0,18.0,0.0,5.0,0.0,53,061,052211
"Census Tract 523.01, Snohomish County, Washington",1720.0,0.0,18.0,43.0,9.0,0.0,6.0,116.0,65.0,117.0,32.0,263.0,143.0,397.0,179.0,329.0,3.0,53,061,052301
"Census Tract 523.02, Snohomish County, Washington",1743.0,8.0,9.0,0.0,14.0,0.0,10.0,48.0,47.0,129.0,88.0,223.0,414.0,148.0,130.0,450.0,25.0,53,061,052302
"Census Tract 524.01, Snohomish County, Washington",1677.0,0.0,0.0,72.0,10.0,49.0,90.0,48.0,78.0,181.0,94.0,245.0,335.0,260.0,128.0,87.0,0.0,53,061,052401
"Census Tract 524.02, Snohomish County, Washington",1931.0,0.0,0.0,8.0,0.0,232.0,200.0,57.0,27.0,56.0,98.0,513.0,327.0,212.0,142.0,36.0,23.0,53,061,052402
"Census Tract 525.02, Snohomish County, Washington",1916.0,0.0,0.0,8.0,19.0,18.0,29.0,67.0,76.0,69.0,62.0,293.0,273.0,494.0,224.0,267.0,17.0,53,061,052502
"Census Tract 525.04, Snohomish County, Washington",990.0,0.0,5.0,7.0,0.0,18.0,14.0,45.0,34.0,56.0,23.0,98.0,221.0,237.0,112.0,120.0,0.0,53,061,052504
"Census Tract 525.05, Snohomish County, Washington",1564.0,0.0,0.0,0.0,20.0,0.0,0.0,35.0,70.0,24.0,0.0,176.0,319.0,459.0,388.0,73.0,0.0,53,061,052505
"Census Tract 525.06, Snohomish County, Washington",1812.0,0.0,0.0,0.0,80.0,0.0,18.0,172.0,60.0,15.0,16.0,300.0,425.0,314.0,145.0,267.0,0.0,53,061,052506
"Census Tract 526.03, Snohomish County, Washington",918.0,0.0,12.0,5.0,5.0,38.0,43.0,15.0,14.0,37.0,27.0,92.0,158.0,152.0,98.0,216.0,6.0,53,061,052603
"Census Tract 526.04, Snohomish County, Washington",1926.0,0.0,11.0,45.0,71.0,5.0,57.0,6.0,65.0,32.0,40.0,288.0,558.0,370.0,153.0,225.0,0.0,53,061,052604
"Census Tract 526.05, Snohomish County, Washington",2035.0,0.0,0.0,0.0,0.0,11.0,78.0,88.0,42.0,93.0,13.0,247.0,552.0,392.0,287.0,232.0,0.0,53,061,052605
"Census Tract 526.06, Snohomish County, Washington",1997.0,8.0,19.0,6.0,8.0,33.0,45.0,47.0,46.0,52.0,83.0,216.0,336.0,479.0,410.0,194.0,15.0,53,061,052606
"Census Tract 526.07, Snohomish County, Washington",2010.0,0.0,0.0,21.0,16.0,48.0,63.0,52.0,33.0,12.0,9.0,98.0,336.0,574.0,369.0,372.0,7.0,53,061,052607
"Census Tract 527.01, Snohomish County, Washington",671.0,0.0,6.0,18.0,7.0,32.0,40.0,22.0,9.0,21.0,5.0,114.0,106.0,88.0,70.0,133.0,0.0,53,061,052701
"Census Tract 527.06, Snohomish County, Washington",2198.0,0.0,10.0,0.0,10.0,0.0,86.0,42.0,7.0,103.0,0.0,149.0,529.0,733.0,358.0,171.0,0.0,53,061,052706
"Census Tract 527.07, Snohomish County, Washington",1569.0,0.0,0.0,7.0,16.0,0.0,100.0,0.0,21.0,20.0,36.0,130.0,316.0,357.0,314.0,252.0,0.0,53,061,052707
"Census Tract 527.08, Snohomish County, Washington",1940.0,0.0,0.0,27.0,41.0,36.0,69.0,51.0,72.0,84.0,53.0,90.0,455.0,605.0,186.0,171.0,0.0,53,061,052708
"Census Tract 527.09, Snohomish County, Washington",1162.0,11.0,9.0,19.0,9.0,33.0,0.0,18.0,16.0,35.0,62.0,111.0,185.0,300.0,185.0,169.0,0.0,53,061,052709
"Census Tract 527.10, Snohomish County, Washington",1564.0,0.0,0.0,0.0,0.0,36.0,39.0,60.0,90.0,0.0,0.0,240.0,431.0,356.0,205.0,107.0,0.0,53,061,052710
"Census Tract 527.11, Snohomish County, Washington",1494.0,0.0,0.0,0.0,16.0,0.0,80.0,83.0,44.0,34.0,0.0,38.0,281.0,428.0,218.0,272.0,0.0,53,061,052711
"Census Tract 528.03, Snohomish County, Washington",2130.0,0.0,0.0,50.0,29.0,33.0,48.0,16.0,65.0,0.0,38.0,446.0,567.0,620.0,155.0,63.0,0.0,53,061,052803
"Census Tract 528.05, Snohomish County, Washington",1936.0,0.0,0.0,0.0,53.0,140.0,27.0,119.0,87.0,38.0,32.0,324.0,445.0,555.0,76.0,40.0,0.0,53,061,052805
"Census Tract 528.07, Snohomish County, Washington",1579.0,0.0,0.0,0.0,20.0,20.0,52.0,93.0,83.0,88.0,37.0,355.0,390.0,278.0,63.0,77.0,23.0,53,061,052807
"Census Tract 528.08, Snohomish County, Washington",1109.0,0.0,0.0,0.0,0.0,28.0,87.0,35.0,54.0,0.0,46.0,90.0,353.0,197.0,143.0,57.0,19.0,53,061,052808
"Census Tract 528.09, Snohomish County, Washington",1313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,357.0,289.0,309.0,217.0,49.0,0.0,53,061,052809
"Census Tract 528.10, Snohomish County, Washington",1466.0,0.0,0.0,0.0,83.0,50.0,164.0,52.0,7.0,0.0,66.0,218.0,364.0,283.0,48.0,113.0,18.0,53,061,052810
"Census Tract 529.03, Snohomish County, Washington",1786.0,0.0,0.0,40.0,45.0,13.0,125.0,7.0,35.0,35.0,61.0,641.0,477.0,199.0,81.0,9.0,18.0,53,061,052903
"Census Tract 529.04, Snohomish County, Washington",2021.0,0.0,17.0,0.0,49.0,95.0,39.0,101.0,53.0,78.0,71.0,634.0,489.0,323.0,58.0,0.0,14.0,53,061,052904
"Census Tract 529.05, Snohomish County, Washington",1982.0,14.0,42.0,55.0,51.0,71.0,40.0,95.0,133.0,59.0,88.0,556.0,620.0,76.0,12.0,23.0,47.0,53,061,052905
"Census Tract 529.06, Snohomish County, Washington",1796.0,0.0,7.0,7.0,53.0,69.0,109.0,56.0,132.0,23.0,17.0,456.0,476.0,235.0,75.0,30.0,51.0,53,061,052906
"Census Tract 531.01, Snohomish County, Washington",1951.0,0.0,11.0,9.0,48.0,21.0,0.0,90.0,28.0,85.0,37.0,307.0,519.0,516.0,207.0,73.0,0.0,53,061,053101
"Census Tract 531.02, Snohomish County, Washington",2059.0,0.0,0.0,0.0,0.0,15.0,109.0,106.0,221.0,172.0,92.0,340.0,333.0,242.0,118.0,311.0,0.0,53,061,053102
"Census Tract 532.01, Snohomish County, Washington",1668.0,17.0,12.0,27.0,44.0,13.0,36.0,100.0,46.0,68.0,58.0,158.0,402.0,256.0,218.0,204.0,9.0,53,061,053201
"Census Tract 532.02, Snohomish County, Washington",1763.0,12.0,10.0,9.0,0.0,18.0,89.0,101.0,11.0,42.0,181.0,226.0,308.0,258.0,328.0,158.0,12.0,53,061,053202
"Census Tract 533.01, Snohomish County, Washington",2723.0,19.0,30.0,87.0,56.0,47.0,35.0,203.0,32.0,60.0,109.0,335.0,825.0,309.0,420.0,130.0,26.0,53,061,053301
"Census Tract 533.02, Snohomish County, Washington",2207.0,3.0,30.0,33.0,16.0,131.0,20.0,112.0,175.0,105.0,98.0,203.0,298.0,280.0,181.0,522.0,0.0,53,061,053302
"Census Tract 534, Snohomish County, Washington",2157.0,0.0,11.0,0.0,11.0,46.0,46.0,152.0,99.0,38.0,77.0,330.0,362.0,352.0,404.0,145.0,84.0,53,061,053400
"Census Tract 535.05, Snohomish County, Washington",2037.0,0.0,0.0,25.0,31.0,65.0,41.0,104.0,27.0,130.0,47.0,463.0,357.0,279.0,231.0,222.0,15.0,53,061,053505
"Census Tract 535.06, Snohomish County, Washington",2135.0,0.0,56.0,0.0,65.0,29.0,61.0,141.0,74.0,64.0,32.0,315.0,450.0,212.0,193.0,285.0,158.0,53,061,053506
"Census Tract 535.07, Snohomish County, Washington",1969.0,0.0,0.0,9.0,26.0,82.0,68.0,95.0,59.0,42.0,6.0,86.0,544.0,432.0,354.0,166.0,0.0,53,061,053507
"Census Tract 535.08, Snohomish County, Washington",1231.0,0.0,8.0,0.0,18.0,44.0,16.0,32.0,28.0,38.0,28.0,180.0,330.0,210.0,142.0,142.0,15.0,53,061,053508
"Census Tract 535.09, Snohomish County, Washington",1694.0,0.0,67.0,87.0,123.0,116.0,37.0,146.0,33.0,70.0,36.0,341.0,323.0,196.0,29.0,50.0,40.0,53,061,053509
"Census Tract 535.10, Snohomish County, Washington",1655.0,0.0,0.0,56.0,53.0,180.0,27.0,118.0,10.0,30.0,104.0,306.0,298.0,248.0,29.0,185.0,11.0,53,061,053510
"Census Tract 535.11, Snohomish County, Washington",1228.0,0.0,23.0,0.0,35.0,18.0,11.0,0.0,28.0,17.0,0.0,206.0,447.0,279.0,131.0,33.0,0.0,53,061,053511
"Census Tract 536.03, Snohomish County, Washington",1612.0,0.0,16.0,0.0,11.0,104.0,171.0,40.0,65.0,63.0,30.0,171.0,191.0,281.0,138.0,300.0,31.0,53,061,053603
"Census Tract 536.04, Snohomish County, Washington",2172.0,0.0,0.0,17.0,101.0,90.0,58.0,40.0,43.0,138.0,127.0,180.0,555.0,396.0,315.0,100.0,12.0,53,061,053604
"Census Tract 536.05, Snohomish County, Washington",1059.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,51.0,53.0,115.0,223.0,172.0,265.0,130.0,18.0,53,061,053605
"Census Tract 536.06, Snohomish County, Washington",1264.0,0.0,17.0,39.0,16.0,8.0,49.0,50.0,17.0,214.0,14.0,166.0,172.0,205.0,71.0,199.0,27.0,53,061,053606
"Census Tract 537, Snohomish County, Washington",1236.0,0.0,17.0,61.0,31.0,80.0,48.0,7.0,122.0,83.0,50.0,176.0,298.0,112.0,84.0,35.0,32.0,53,061,053700
"Census Tract 538.01, Snohomish County, Washington",1447.0,39.0,23.0,39.0,77.0,42.0,52.0,54.0,137.0,20.0,25.0,261.0,247.0,183.0,87.0,140.0,21.0,53,061,053801
"Census Tract 538.02, Snohomish County, Washington",2168.0,8.0,18.0,17.0,8.0,203.0,111.0,138.0,46.0,16.0,78.0,266.0,650.0,407.0,73.0,97.0,32.0,53,061,053802
"Census Tract 538.03, Snohomish County, Washington",2046.0,0.0,57.0,11.0,103.0,54.0,43.0,73.0,118.0,75.0,90.0,322.0,626.0,300.0,83.0,44.0,47.0,53,061,053803
"Census Tract 9400.01, Snohomish County, Washington",2335.0,15.0,47.0,84.0,73.0,131.0,62.0,47.0,98.0,55.0,78.0,431.0,438.0,270.0,191.0,259.0,56.0,53,061,940001
"Census Tract 9400.02, Snohomish County, Washington",1332.0,0.0,29.0,41.0,74.0,134.0,120.0,84.0,45.0,12.0,42.0,172.0,171.0,176.0,94.0,97.0,41.0,53,061,940002
"Census Tract 9900.02, Snohomish County, Washington",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,061,990002
"Census Tract 9901, Snohomish County, Washington",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,061,990100
"Census Tract 2.01, Spokane County, Washington",1325.0,0.0,24.0,60.0,97.0,106.0,142.0,43.0,142.0,66.0,179.0,367.0,96.0,0.0,3.0,0.0,0.0,53,063,000201
"Census Tract 2.02, Spokane County, Washington",653.0,0.0,13.0,23.0,59.0,68.0,11.0,24.0,94.0,118.0,33.0,159.0,29.0,11.0,0.0,0.0,11.0,53,063,000202
"Census Tract 3.01, Spokane County, Washington",1067.0,0.0,0.0,13.0,81.0,7.0,79.0,44.0,59.0,113.0,91.0,518.0,41.0,0.0,20.0,0.0,1.0,53,063,000301
"Census Tract 3.02, Spokane County, Washington",982.0,0.0,10.0,0.0,21.0,60.0,27.0,20.0,70.0,81.0,44.0,536.0,42.0,0.0,0.0,41.0,30.0,53,063,000302
"Census Tract 4, Spokane County, Washington",1756.0,0.0,17.0,63.0,91.0,86.0,191.0,93.0,202.0,132.0,200.0,563.0,74.0,0.0,0.0,0.0,44.0,53,063,000400
"Census Tract 5, Spokane County, Washington",1392.0,0.0,10.0,20.0,128.0,137.0,15.0,62.0,24.0,24.0,146.0,638.0,148.0,23.0,0.0,11.0,6.0,53,063,000500
"Census Tract 6, Spokane County, Washington",1270.0,6.0,25.0,48.0,38.0,91.0,63.0,49.0,114.0,33.0,101.0,559.0,115.0,8.0,20.0,0.0,0.0,53,063,000600
"Census Tract 7, Spokane County, Washington",2215.0,0.0,81.0,30.0,129.0,101.0,38.0,79.0,59.0,50.0,285.0,1037.0,301.0,0.0,0.0,9.0,16.0,53,063,000700
"Census Tract 8, Spokane County, Washington",2032.0,0.0,9.0,15.0,95.0,148.0,194.0,130.0,119.0,59.0,65.0,521.0,419.0,153.0,93.0,12.0,0.0,53,063,000800
"Census Tract 9, Spokane County, Washington",2361.0,0.0,0.0,38.0,98.0,234.0,112.0,135.0,115.0,110.0,59.0,841.0,459.0,59.0,74.0,0.0,27.0,53,063,000900
"Census Tract 10, Spokane County, Washington",2347.0,0.0,0.0,67.0,169.0,191.0,109.0,72.0,57.0,66.0,75.0,656.0,804.0,58.0,0.0,0.0,23.0,53,063,001000
"Census Tract 11, Spokane County, Washington",1409.0,0.0,0.0,7.0,73.0,145.0,80.0,50.0,32.0,28.0,106.0,467.0,255.0,136.0,30.0,0.0,0.0,53,063,001100
"Census Tract 12, Spokane County, Washington",980.0,0.0,9.0,33.0,20.0,27.0,74.0,26.0,41.0,44.0,104.0,396.0,162.0,39.0,0.0,5.0,0.0,53,063,001200
"Census Tract 13, Spokane County, Washington",1510.0,0.0,8.0,19.0,144.0,62.0,72.0,84.0,88.0,143.0,156.0,551.0,86.0,9.0,0.0,19.0,69.0,53,063,001300
"Census Tract 14, Spokane County, Washington",2410.0,0.0,11.0,66.0,45.0,152.0,115.0,121.0,132.0,216.0,146.0,1171.0,218.0,0.0,0.0,0.0,17.0,53,063,001400
"Census Tract 15, Spokane County, Washington",2359.0,0.0,0.0,72.0,38.0,92.0,91.0,283.0,107.0,220.0,242.0,863.0,284.0,47.0,20.0,0.0,0.0,53,063,001500
"Census Tract 16, Spokane County, Washington",1395.0,0.0,44.0,156.0,72.0,63.0,59.0,105.0,106.0,105.0,117.0,526.0,26.0,16.0,0.0,0.0,0.0,53,063,001600
"Census Tract 18, Spokane County, Washington",1353.0,0.0,24.0,86.0,120.0,90.0,14.0,107.0,297.0,187.0,49.0,237.0,114.0,9.0,0.0,13.0,6.0,53,063,001800
"Census Tract 19, Spokane County, Washington",1472.0,0.0,22.0,31.0,20.0,111.0,47.0,102.0,76.0,33.0,135.0,560.0,308.0,12.0,6.0,0.0,9.0,53,063,001900
"Census Tract 20, Spokane County, Washington",1725.0,0.0,24.0,20.0,56.0,70.0,110.0,69.0,263.0,50.0,209.0,610.0,179.0,46.0,0.0,0.0,19.0,53,063,002000
"Census Tract 21, Spokane County, Washington",1121.0,0.0,11.0,26.0,56.0,43.0,114.0,18.0,125.0,35.0,88.0,469.0,114.0,0.0,15.0,0.0,7.0,53,063,002100
"Census Tract 23, Spokane County, Washington",2279.0,0.0,15.0,112.0,235.0,271.0,201.0,86.0,142.0,69.0,125.0,626.0,301.0,55.0,41.0,0.0,0.0,53,063,002300
"Census Tract 24, Spokane County, Washington",1237.0,0.0,0.0,173.0,47.0,28.0,91.0,176.0,40.0,95.0,60.0,334.0,176.0,9.0,0.0,8.0,0.0,53,063,002400
"Census Tract 25.01, Spokane County, Washington",1180.0,11.0,0.0,39.0,40.0,28.0,128.0,148.0,174.0,91.0,27.0,315.0,8.0,20.0,108.0,32.0,11.0,53,063,002501
"Census Tract 25.02, Spokane County, Washington",1048.0,0.0,0.0,94.0,87.0,17.0,36.0,92.0,20.0,92.0,96.0,155.0,242.0,72.0,0.0,45.0,0.0,53,063,002502
"Census Tract 25.03, Spokane County, Washington",220.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,39.0,14.0,13.0,0.0,79.0,39.0,0.0,53,063,002503
"Census Tract 26, Spokane County, Washington",2107.0,0.0,0.0,15.0,109.0,61.0,55.0,153.0,217.0,335.0,404.0,510.0,248.0,0.0,0.0,0.0,0.0,53,063,002600
"Census Tract 29, Spokane County, Washington",1232.0,0.0,11.0,9.0,98.0,101.0,42.0,2.0,39.0,26.0,102.0,521.0,237.0,22.0,0.0,0.0,22.0,53,063,002900
"Census Tract 30, Spokane County, Washington",935.0,0.0,0.0,39.0,40.0,123.0,52.0,36.0,71.0,86.0,14.0,368.0,57.0,30.0,0.0,11.0,8.0,53,063,003000
"Census Tract 31, Spokane County, Washington",2260.0,0.0,97.0,156.0,134.0,28.0,79.0,110.0,121.0,0.0,142.0,676.0,590.0,57.0,70.0,0.0,0.0,53,063,003100
"Census Tract 32, Spokane County, Washington",1586.0,17.0,0.0,24.0,6.0,127.0,50.0,104.0,184.0,161.0,262.0,300.0,164.0,180.0,7.0,0.0,0.0,53,063,003200
"Census Tract 35, Spokane County, Washington",1851.0,50.0,11.0,457.0,238.0,121.0,123.0,225.0,118.0,131.0,33.0,152.0,106.0,47.0,0.0,8.0,31.0,53,063,003500
"Census Tract 36.01, Spokane County, Washington",1235.0,0.0,8.0,8.0,0.0,3.0,55.0,50.0,62.0,365.0,68.0,425.0,90.0,58.0,20.0,23.0,0.0,53,063,003601
"Census Tract 36.02, Spokane County, Washington",1753.0,41.0,0.0,65.0,20.0,51.0,109.0,385.0,328.0,211.0,84.0,256.0,185.0,18.0,0.0,0.0,0.0,53,063,003602
"Census Tract 38, Spokane County, Washington",905.0,0.0,5.0,8.0,45.0,18.0,41.0,30.0,71.0,162.0,62.0,351.0,64.0,12.0,12.0,9.0,15.0,53,063,003800
"Census Tract 39, Spokane County, Washington",1134.0,0.0,0.0,57.0,17.0,49.0,121.0,45.0,121.0,166.0,40.0,161.0,74.0,72.0,119.0,83.0,9.0,53,063,003900
"Census Tract 40.01, Spokane County, Washington",1354.0,0.0,0.0,25.0,181.0,28.0,186.0,112.0,73.0,147.0,162.0,255.0,83.0,50.0,14.0,0.0,38.0,53,063,004001
"Census Tract 40.02, Spokane County, Washington",1342.0,0.0,0.0,0.0,51.0,11.0,100.0,198.0,161.0,175.0,165.0,230.0,70.0,68.0,28.0,66.0,19.0,53,063,004002
"Census Tract 41, Spokane County, Washington",1058.0,7.0,0.0,25.0,0.0,39.0,64.0,134.0,92.0,49.0,46.0,232.0,112.0,164.0,46.0,40.0,8.0,53,063,004100
"Census Tract 42, Spokane County, Washington",1937.0,0.0,6.0,0.0,54.0,37.0,99.0,104.0,91.0,77.0,99.0,345.0,464.0,330.0,159.0,72.0,0.0,53,063,004200
"Census Tract 43, Spokane County, Washington",1488.0,0.0,0.0,27.0,54.0,50.0,63.0,194.0,25.0,90.0,57.0,363.0,243.0,90.0,154.0,74.0,4.0,53,063,004300
"Census Tract 44, Spokane County, Washington",2148.0,0.0,0.0,32.0,94.0,125.0,45.0,110.0,33.0,71.0,104.0,723.0,503.0,167.0,18.0,95.0,28.0,53,063,004400
"Census Tract 45, Spokane County, Washington",1558.0,0.0,0.0,31.0,8.0,17.0,86.0,146.0,86.0,34.0,124.0,383.0,174.0,166.0,90.0,192.0,21.0,53,063,004500
"Census Tract 46.01, Spokane County, Washington",2160.0,9.0,83.0,182.0,103.0,107.0,29.0,210.0,210.0,196.0,267.0,303.0,276.0,67.0,62.0,38.0,18.0,53,063,004601
"Census Tract 46.02, Spokane County, Washington",1240.0,0.0,11.0,17.0,52.0,36.0,84.0,23.0,43.0,13.0,33.0,533.0,327.0,46.0,4.0,16.0,2.0,53,063,004602
"Census Tract 47.01, Spokane County, Washington",1178.0,0.0,0.0,52.0,64.0,58.0,43.0,50.0,14.0,63.0,53.0,433.0,188.0,132.0,0.0,9.0,19.0,53,063,004701
"Census Tract 47.02, Spokane County, Washington",1623.0,25.0,0.0,27.0,9.0,43.0,79.0,86.0,77.0,115.0,93.0,574.0,182.0,167.0,22.0,116.0,8.0,53,063,004702
"Census Tract 48, Spokane County, Washington",2030.0,0.0,0.0,81.0,43.0,76.0,136.0,158.0,92.0,88.0,53.0,696.0,315.0,157.0,78.0,57.0,0.0,53,063,004800
"Census Tract 49, Spokane County, Washington",2337.0,0.0,0.0,0.0,24.0,13.0,130.0,137.0,100.0,178.0,252.0,596.0,302.0,307.0,127.0,152.0,19.0,53,063,004900
"Census Tract 50, Spokane County, Washington",2127.0,0.0,34.0,42.0,0.0,81.0,96.0,74.0,174.0,170.0,358.0,493.0,110.0,96.0,92.0,260.0,47.0,53,063,005000
"Census Tract 101.01, Spokane County, Washington",1566.0,0.0,27.0,15.0,10.0,232.0,103.0,50.0,103.0,67.0,100.0,181.0,346.0,95.0,126.0,95.0,16.0,53,063,010101
"Census Tract 101.02, Spokane County, Washington",1065.0,0.0,30.0,28.0,49.0,0.0,129.0,13.0,70.0,103.0,11.0,193.0,194.0,141.0,78.0,26.0,0.0,53,063,010102
"Census Tract 102.01, Spokane County, Washington",1739.0,0.0,12.0,93.0,116.0,101.0,35.0,61.0,23.0,16.0,49.0,499.0,342.0,96.0,257.0,17.0,22.0,53,063,010201
"Census Tract 102.03, Spokane County, Washington",1448.0,0.0,16.0,28.0,24.0,70.0,212.0,23.0,110.0,87.0,74.0,85.0,243.0,291.0,129.0,56.0,0.0,53,063,010203
"Census Tract 102.04, Spokane County, Washington",960.0,0.0,0.0,0.0,71.0,37.0,108.0,67.0,0.0,30.0,43.0,198.0,125.0,104.0,31.0,114.0,32.0,53,063,010204
"Census Tract 103.01, Spokane County, Washington",1988.0,0.0,67.0,50.0,164.0,164.0,153.0,126.0,126.0,97.0,102.0,519.0,301.0,26.0,40.0,14.0,39.0,53,063,010301
"Census Tract 103.03, Spokane County, Washington",1226.0,0.0,18.0,52.0,29.0,48.0,92.0,97.0,87.0,77.0,36.0,288.0,180.0,102.0,27.0,66.0,27.0,53,063,010303
"Census Tract 103.04, Spokane County, Washington",2250.0,53.0,36.0,87.0,111.0,285.0,249.0,162.0,148.0,74.0,51.0,420.0,287.0,183.0,19.0,0.0,85.0,53,063,010304
"Census Tract 103.05, Spokane County, Washington",2676.0,0.0,20.0,26.0,30.0,47.0,166.0,207.0,163.0,38.0,200.0,392.0,868.0,352.0,94.0,62.0,11.0,53,063,010305
"Census Tract 104.01, Spokane County, Washington",2094.0,0.0,19.0,64.0,81.0,116.0,93.0,65.0,161.0,134.0,243.0,591.0,441.0,35.0,32.0,19.0,0.0,53,063,010401
"Census Tract 104.03, Spokane County, Washington",1228.0,0.0,19.0,109.0,61.0,46.0,129.0,59.0,0.0,29.0,70.0,172.0,350.0,90.0,53.0,41.0,0.0,53,063,010403
"Census Tract 104.04, Spokane County, Washington",1146.0,0.0,17.0,34.0,80.0,75.0,52.0,18.0,161.0,9.0,56.0,282.0,112.0,104.0,98.0,48.0,0.0,53,063,010404
"Census Tract 105.04, Spokane County, Washington",1339.0,0.0,27.0,24.0,49.0,58.0,174.0,110.0,94.0,75.0,33.0,194.0,303.0,82.0,52.0,64.0,0.0,53,063,010504
"Census Tract 105.05, Spokane County, Washington",1260.0,0.0,0.0,11.0,3.0,117.0,95.0,130.0,109.0,9.0,32.0,159.0,416.0,101.0,78.0,0.0,0.0,53,063,010505
"Census Tract 105.06, Spokane County, Washington",2368.0,43.0,0.0,12.0,13.0,72.0,220.0,185.0,162.0,42.0,382.0,592.0,376.0,63.0,128.0,78.0,0.0,53,063,010506
"Census Tract 105.07, Spokane County, Washington",1824.0,0.0,13.0,0.0,22.0,109.0,57.0,108.0,115.0,71.0,92.0,284.0,530.0,226.0,79.0,92.0,26.0,53,063,010507
"Census Tract 105.08, Spokane County, Washington",1426.0,0.0,0.0,0.0,0.0,47.0,70.0,24.0,50.0,14.0,65.0,222.0,225.0,157.0,219.0,333.0,0.0,53,063,010508
"Census Tract 106.01, Spokane County, Washington",1325.0,0.0,8.0,21.0,56.0,46.0,125.0,99.0,97.0,27.0,62.0,252.0,276.0,144.0,53.0,52.0,7.0,53,063,010601
"Census Tract 106.03, Spokane County, Washington",1933.0,0.0,0.0,26.0,23.0,34.0,153.0,113.0,125.0,225.0,125.0,371.0,472.0,142.0,124.0,0.0,0.0,53,063,010603
"Census Tract 106.04, Spokane County, Washington",1396.0,0.0,0.0,0.0,47.0,90.0,27.0,16.0,75.0,14.0,95.0,286.0,409.0,278.0,42.0,17.0,0.0,53,063,010604
"Census Tract 107.01, Spokane County, Washington",1536.0,0.0,27.0,48.0,40.0,38.0,22.0,73.0,21.0,0.0,92.0,173.0,377.0,305.0,187.0,133.0,0.0,53,063,010701
"Census Tract 107.02, Spokane County, Washington",1261.0,0.0,0.0,0.0,41.0,8.0,55.0,32.0,15.0,42.0,20.0,187.0,303.0,309.0,182.0,67.0,0.0,53,063,010702
