NAME,B25104_001E,B25104_002E,B25104_003E,B25104_004E,B25104_005E,B25104_006E,B25104_007E,B25104_008E,B25104_009E,B25104_010E,B25104_011E,B25104_012E,B25104_013E,B25104_014E,B25104_015E,B25104_016E,B25104_017E,state,county,tract
"Census Tract 74.03, King County, Washington",1911.0,0.0,0.0,8.0,9.0,0.0,52.0,0.0,15.0,46.0,15.0,383.0,622.0,496.0,202.0,16.0,47.0,53,033,007403
"Census Tract 74.04, King County, Washington",2046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,64.0,459.0,680.0,359.0,160.0,290.0,0.0,53,033,007404
"Census Tract 74.05, King County, Washington",1850.0,0.0,0.0,0.0,0.0,15.0,0.0,16.0,16.0,47.0,211.0,496.0,321.0,285.0,111.0,61.0,271.0,53,033,007405
"Census Tract 74.06, King County, Washington",1914.0,0.0,53.0,104.0,109.0,0.0,17.0,0.0,0.0,17.0,54.0,309.0,594.0,401.0,137.0,60.0,59.0,53,033,007406
"Census Tract 75.01, King County, Washington",2844.0,0.0,0.0,81.0,85.0,63.0,164.0,59.0,0.0,0.0,23.0,524.0,742.0,672.0,327.0,70.0,34.0,53,033,007501
"Census Tract 75.02, King County, Washington",1757.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.0,814.0,332.0,88.0,101.0,0.0,53,033,007502
"Census Tract 75.03, King County, Washington",1662.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,23.0,0.0,75.0,123.0,723.0,281.0,213.0,141.0,0.0,53,033,007503
"Census Tract 76, King County, Washington",2219.0,18.0,0.0,102.0,0.0,23.0,13.0,0.0,74.0,23.0,13.0,460.0,540.0,450.0,148.0,355.0,0.0,53,033,007600
"Census Tract 77, King County, Washington",2537.0,0.0,0.0,18.0,12.0,62.0,0.0,75.0,30.0,86.0,128.0,245.0,424.0,389.0,239.0,807.0,22.0,53,033,007700
"Census Tract 78, King County, Washington",2231.0,0.0,0.0,0.0,0.0,21.0,18.0,0.0,32.0,0.0,17.0,166.0,363.0,193.0,240.0,1163.0,18.0,53,033,007800
"Census Tract 79.01, King County, Washington",2032.0,10.0,85.0,6.0,104.0,147.0,37.0,58.0,38.0,31.0,47.0,347.0,411.0,348.0,190.0,173.0,0.0,53,033,007901
"Census Tract 79.02, King County, Washington",1930.0,0.0,0.0,129.0,0.0,0.0,36.0,41.0,73.0,35.0,9.0,225.0,379.0,496.0,143.0,364.0,0.0,53,033,007902
"Census Tract 80.02, King County, Washington",2744.0,62.0,9.0,335.0,91.0,26.0,53.0,22.0,0.0,55.0,60.0,196.0,343.0,473.0,416.0,598.0,5.0,53,033,008002
"Census Tract 80.03, King County, Washington",2826.0,0.0,0.0,63.0,38.0,0.0,75.0,99.0,150.0,137.0,32.0,336.0,296.0,514.0,527.0,398.0,161.0,53,033,008003
"Census Tract 80.04, King County, Washington",2154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,37.0,252.0,444.0,445.0,205.0,741.0,0.0,53,033,008004
"Census Tract 81.01, King County, Washington",1833.0,0.0,13.0,214.0,47.0,72.0,31.0,13.0,0.0,37.0,21.0,237.0,178.0,412.0,254.0,304.0,0.0,53,033,008101
"Census Tract 81.02, King County, Washington",1460.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,86.0,96.0,534.0,193.0,293.0,44.0,53,033,008102
"Census Tract 82, King County, Washington",2856.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,16.0,39.0,563.0,315.0,832.0,436.0,461.0,60.0,53,033,008200
"Census Tract 83, King County, Washington",2055.0,16.0,0.0,0.0,43.0,0.0,13.0,60.0,24.0,34.0,110.0,333.0,505.0,372.0,111.0,341.0,93.0,53,033,008300
"Census Tract 84.01, King County, Washington",2153.0,0.0,0.0,15.0,0.0,0.0,12.0,0.0,25.0,69.0,55.0,439.0,531.0,361.0,375.0,216.0,55.0,53,033,008401
"Census Tract 84.02, King County, Washington",2099.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,30.0,35.0,333.0,1078.0,317.0,144.0,93.0,0.0,53,033,008402
"Census Tract 85, King County, Washington",1920.0,53.0,29.0,197.0,49.0,48.0,56.0,18.0,32.0,0.0,32.0,376.0,583.0,118.0,119.0,155.0,55.0,53,033,008500
"Census Tract 86, King County, Washington",2931.0,0.0,71.0,14.0,6.0,0.0,26.0,16.0,116.0,57.0,65.0,618.0,728.0,622.0,269.0,297.0,26.0,53,033,008600
"Census Tract 87, King County, Washington",1841.0,0.0,0.0,9.0,18.0,17.0,23.0,0.0,8.0,52.0,19.0,303.0,263.0,347.0,286.0,496.0,0.0,53,033,008700
"Census Tract 88, King County, Washington",1650.0,0.0,28.0,0.0,0.0,0.0,51.0,6.0,18.0,49.0,38.0,221.0,181.0,216.0,278.0,523.0,41.0,53,033,008800
"Census Tract 89, King County, Washington",2543.0,0.0,0.0,2.0,35.0,0.0,21.0,258.0,108.0,16.0,71.0,284.0,344.0,345.0,247.0,797.0,15.0,53,033,008900
"Census Tract 90, King County, Washington",2080.0,1.0,0.0,144.0,72.0,82.0,25.0,15.0,53.0,63.0,23.0,380.0,426.0,297.0,341.0,113.0,45.0,53,033,009000
"Census Tract 91, King County, Washington",1773.0,11.0,109.0,63.0,132.0,33.0,157.0,71.0,112.0,97.0,130.0,315.0,191.0,190.0,83.0,69.0,10.0,53,033,009100
"Census Tract 92, King County, Washington",1891.0,0.0,0.0,305.0,109.0,86.0,14.0,10.0,11.0,57.0,200.0,564.0,199.0,136.0,127.0,56.0,17.0,53,033,009200
"Census Tract 93, King County, Washington",1558.0,0.0,0.0,8.0,0.0,0.0,2.0,53.0,0.0,44.0,48.0,124.0,424.0,413.0,251.0,166.0,25.0,53,033,009300
"Census Tract 94, King County, Washington",3103.0,0.0,35.0,100.0,66.0,11.0,21.0,82.0,115.0,213.0,68.0,613.0,554.0,653.0,202.0,320.0,50.0,53,033,009400
"Census Tract 95, King County, Washington",2876.0,0.0,30.0,63.0,18.0,63.0,21.0,44.0,54.0,93.0,122.0,508.0,402.0,364.0,322.0,772.0,0.0,53,033,009500
"Census Tract 96, King County, Washington",2847.0,0.0,0.0,0.0,9.0,0.0,17.0,57.0,37.0,66.0,136.0,859.0,444.0,299.0,113.0,810.0,0.0,53,033,009600
"Census Tract 97.01, King County, Washington",2791.0,0.0,0.0,31.0,16.0,0.0,0.0,43.0,91.0,26.0,53.0,456.0,711.0,433.0,105.0,775.0,51.0,53,033,009701
"Census Tract 97.02, King County, Washington",2215.0,0.0,0.0,0.0,17.0,0.0,50.0,0.0,32.0,15.0,51.0,207.0,194.0,383.0,269.0,997.0,0.0,53,033,009702
"Census Tract 98.01, King County, Washington",1461.0,0.0,0.0,0.0,0.0,24.0,40.0,0.0,13.0,77.0,43.0,337.0,298.0,65.0,62.0,502.0,0.0,53,033,009801
"Census Tract 98.02, King County, Washington",1764.0,0.0,17.0,0.0,0.0,0.0,48.0,13.0,0.0,66.0,87.0,429.0,212.0,143.0,147.0,602.0,0.0,53,033,009802
"Census Tract 99, King County, Washington",2981.0,0.0,12.0,0.0,10.0,55.0,12.0,114.0,51.0,29.0,99.0,320.0,914.0,435.0,433.0,433.0,64.0,53,033,009900
"Census Tract 100.01, King County, Washington",1627.0,0.0,30.0,153.0,52.0,55.0,110.0,24.0,71.0,90.0,38.0,259.0,224.0,115.0,271.0,126.0,9.0,53,033,010001
"Census Tract 100.02, King County, Washington",1975.0,0.0,0.0,35.0,51.0,36.0,30.0,145.0,44.0,47.0,88.0,264.0,395.0,246.0,156.0,407.0,31.0,53,033,010002
"Census Tract 101.01, King County, Washington",1614.0,0.0,69.0,14.0,66.0,65.0,80.0,20.0,133.0,24.0,0.0,370.0,108.0,304.0,176.0,185.0,0.0,53,033,010101
"Census Tract 101.02, King County, Washington",1734.0,0.0,20.0,0.0,18.0,0.0,19.0,0.0,0.0,60.0,82.0,223.0,280.0,259.0,113.0,637.0,23.0,53,033,010102
"Census Tract 102, King County, Washington",1935.0,0.0,0.0,0.0,0.0,7.0,7.0,33.0,38.0,44.0,73.0,281.0,190.0,205.0,241.0,810.0,6.0,53,033,010200
"Census Tract 103.01, King County, Washington",1484.0,0.0,0.0,11.0,0.0,0.0,25.0,18.0,30.0,10.0,40.0,184.0,199.0,443.0,189.0,335.0,0.0,53,033,010301
"Census Tract 103.02, King County, Washington",1586.0,9.0,0.0,43.0,0.0,9.0,0.0,39.0,15.0,35.0,39.0,204.0,451.0,308.0,212.0,195.0,27.0,53,033,010302
"Census Tract 104.01, King County, Washington",1388.0,0.0,11.0,18.0,8.0,0.0,25.0,27.0,14.0,73.0,51.0,216.0,181.0,203.0,104.0,332.0,125.0,53,033,010401
"Census Tract 104.02, King County, Washington",1591.0,0.0,0.0,0.0,69.0,9.0,58.0,35.0,111.0,54.0,58.0,285.0,238.0,265.0,116.0,204.0,89.0,53,033,010402
"Census Tract 105.01, King County, Washington",2102.0,0.0,0.0,0.0,30.0,26.0,0.0,0.0,50.0,0.0,24.0,114.0,803.0,419.0,203.0,316.0,117.0,53,033,010501
"Census Tract 105.02, King County, Washington",3054.0,0.0,23.0,0.0,68.0,37.0,42.0,59.0,23.0,21.0,105.0,531.0,733.0,420.0,307.0,608.0,77.0,53,033,010502
"Census Tract 106.01, King County, Washington",1975.0,0.0,0.0,0.0,56.0,0.0,44.0,17.0,81.0,37.0,0.0,242.0,283.0,341.0,322.0,534.0,18.0,53,033,010601
"Census Tract 106.02, King County, Washington",1943.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,24.0,83.0,389.0,338.0,359.0,133.0,593.0,12.0,53,033,010602
"Census Tract 107.01, King County, Washington",1784.0,0.0,0.0,55.0,44.0,28.0,50.0,49.0,6.0,17.0,31.0,377.0,293.0,288.0,248.0,275.0,23.0,53,033,010701
"Census Tract 107.02, King County, Washington",1815.0,0.0,20.0,43.0,157.0,10.0,68.0,72.0,62.0,20.0,96.0,403.0,154.0,209.0,283.0,209.0,9.0,53,033,010702
"Census Tract 108, King County, Washington",1839.0,0.0,6.0,10.0,20.0,54.0,59.0,55.0,22.0,0.0,0.0,170.0,285.0,356.0,362.0,426.0,14.0,53,033,010800
"Census Tract 109, King County, Washington",625.0,0.0,0.0,0.0,7.0,12.0,81.0,20.0,15.0,29.0,40.0,85.0,58.0,109.0,81.0,81.0,7.0,53,033,010900
"Census Tract 110.01, King County, Washington",1826.0,12.0,50.0,160.0,78.0,66.0,54.0,60.0,71.0,56.0,121.0,350.0,274.0,162.0,137.0,134.0,41.0,53,033,011001
"Census Tract 110.02, King County, Washington",1296.0,0.0,5.0,19.0,54.0,25.0,23.0,48.0,116.0,34.0,69.0,434.0,205.0,125.0,84.0,55.0,0.0,53,033,011002
"Census Tract 111.01, King County, Washington",2153.0,0.0,0.0,73.0,64.0,0.0,45.0,35.0,54.0,53.0,50.0,309.0,669.0,252.0,328.0,186.0,35.0,53,033,011101
"Census Tract 111.02, King County, Washington",1892.0,0.0,0.0,0.0,0.0,0.0,21.0,9.0,58.0,73.0,83.0,374.0,273.0,198.0,224.0,562.0,17.0,53,033,011102
"Census Tract 112, King County, Washington",1451.0,0.0,0.0,29.0,41.0,44.0,52.0,16.0,114.0,60.0,28.0,386.0,232.0,198.0,175.0,46.0,30.0,53,033,011200
"Census Tract 113, King County, Washington",2811.0,0.0,0.0,0.0,46.0,81.0,153.0,27.0,33.0,16.0,111.0,693.0,293.0,482.0,446.0,373.0,57.0,53,033,011300
"Census Tract 114.01, King County, Washington",1841.0,0.0,6.0,21.0,95.0,5.0,53.0,5.0,43.0,11.0,57.0,178.0,431.0,405.0,393.0,131.0,7.0,53,033,011401
"Census Tract 114.02, King County, Washington",1918.0,0.0,0.0,34.0,9.0,125.0,38.0,40.0,123.0,12.0,8.0,539.0,438.0,245.0,245.0,47.0,15.0,53,033,011402
"Census Tract 115, King County, Washington",1979.0,0.0,0.0,0.0,17.0,12.0,34.0,33.0,144.0,121.0,17.0,424.0,182.0,351.0,281.0,335.0,28.0,53,033,011500
"Census Tract 116.01, King County, Washington",1377.0,0.0,0.0,10.0,31.0,12.0,17.0,9.0,21.0,24.0,10.0,360.0,69.0,133.0,273.0,393.0,15.0,53,033,011601
"Census Tract 116.02, King County, Washington",1478.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,47.0,24.0,90.0,248.0,196.0,301.0,228.0,316.0,0.0,53,033,011602
"Census Tract 117, King County, Washington",1595.0,10.0,0.0,17.0,18.0,24.0,42.0,61.0,53.0,66.0,76.0,165.0,356.0,283.0,236.0,161.0,27.0,53,033,011700
"Census Tract 118.01, King County, Washington",1137.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,18.0,27.0,66.0,213.0,456.0,127.0,93.0,121.0,0.0,53,033,011801
"Census Tract 118.02, King County, Washington",1872.0,15.0,19.0,0.0,62.0,52.0,108.0,0.0,42.0,14.0,126.0,347.0,344.0,278.0,275.0,182.0,8.0,53,033,011802
"Census Tract 119.01, King County, Washington",1337.0,0.0,0.0,0.0,0.0,21.0,20.0,34.0,11.0,141.0,51.0,195.0,254.0,282.0,72.0,256.0,0.0,53,033,011901
"Census Tract 119.02, King County, Washington",1229.0,0.0,0.0,0.0,0.0,27.0,15.0,20.0,65.0,27.0,63.0,118.0,279.0,63.0,270.0,282.0,0.0,53,033,011902
"Census Tract 120, King County, Washington",1499.0,0.0,0.0,0.0,20.0,23.0,26.0,58.0,18.0,23.0,9.0,203.0,351.0,226.0,283.0,203.0,56.0,53,033,012000
"Census Tract 121, King County, Washington",1162.0,0.0,0.0,0.0,0.0,3.0,6.0,29.0,31.0,40.0,20.0,243.0,88.0,115.0,157.0,425.0,5.0,53,033,012100
"Census Tract 201, King County, Washington",1316.0,0.0,25.0,0.0,0.0,0.0,0.0,9.0,17.0,46.0,125.0,202.0,179.0,127.0,167.0,419.0,0.0,53,033,020100
"Census Tract 202, King County, Washington",2228.0,0.0,0.0,26.0,23.0,42.0,77.0,47.0,15.0,119.0,108.0,379.0,249.0,250.0,332.0,496.0,65.0,53,033,020200
"Census Tract 203.01, King County, Washington",1586.0,0.0,0.0,46.0,0.0,19.0,1.0,60.0,0.0,13.0,36.0,259.0,588.0,477.0,38.0,49.0,0.0,53,033,020301
"Census Tract 203.02, King County, Washington",1414.0,17.0,0.0,0.0,21.0,0.0,17.0,17.0,28.0,114.0,163.0,98.0,244.0,196.0,207.0,292.0,0.0,53,033,020302
"Census Tract 204.01, King County, Washington",1467.0,0.0,0.0,0.0,19.0,18.0,7.0,22.0,45.0,22.0,37.0,348.0,260.0,321.0,155.0,210.0,3.0,53,033,020401
"Census Tract 204.02, King County, Washington",2200.0,0.0,0.0,58.0,0.0,43.0,58.0,26.0,42.0,13.0,78.0,417.0,389.0,341.0,205.0,458.0,72.0,53,033,020402
"Census Tract 205, King County, Washington",2912.0,0.0,0.0,67.0,43.0,40.0,30.0,61.0,88.0,104.0,68.0,525.0,507.0,406.0,456.0,506.0,11.0,53,033,020500
"Census Tract 206, King County, Washington",1176.0,0.0,0.0,6.0,0.0,0.0,6.0,76.0,46.0,19.0,45.0,183.0,89.0,247.0,186.0,273.0,0.0,53,033,020600
"Census Tract 207, King County, Washington",1657.0,12.0,24.0,11.0,62.0,0.0,9.0,44.0,50.0,51.0,40.0,162.0,591.0,256.0,157.0,188.0,0.0,53,033,020700
"Census Tract 208, King County, Washington",1779.0,0.0,0.0,47.0,27.0,69.0,36.0,11.0,21.0,108.0,27.0,180.0,248.0,249.0,150.0,599.0,7.0,53,033,020800
"Census Tract 209, King County, Washington",1385.0,18.0,49.0,9.0,7.0,27.0,13.0,14.0,69.0,101.0,47.0,264.0,169.0,231.0,114.0,253.0,0.0,53,033,020900
"Census Tract 210, King County, Washington",2299.0,0.0,0.0,31.0,47.0,14.0,55.0,64.0,43.0,144.0,63.0,294.0,553.0,310.0,271.0,386.0,24.0,53,033,021000
"Census Tract 211, King County, Washington",1669.0,0.0,11.0,46.0,21.0,18.0,33.0,24.0,67.0,61.0,19.0,137.0,232.0,392.0,203.0,405.0,0.0,53,033,021100
"Census Tract 213, King County, Washington",1846.0,10.0,8.0,13.0,10.0,11.0,21.0,38.0,55.0,36.0,41.0,230.0,431.0,382.0,259.0,282.0,19.0,53,033,021300
"Census Tract 214, King County, Washington",1536.0,0.0,0.0,0.0,0.0,8.0,17.0,17.0,51.0,84.0,59.0,99.0,289.0,193.0,194.0,517.0,8.0,53,033,021400
"Census Tract 215, King County, Washington",1706.0,0.0,0.0,0.0,0.0,7.0,15.0,45.0,31.0,69.0,55.0,262.0,92.0,137.0,271.0,722.0,0.0,53,033,021500
"Census Tract 216, King County, Washington",2037.0,0.0,0.0,0.0,0.0,28.0,0.0,31.0,39.0,94.0,73.0,386.0,326.0,293.0,322.0,445.0,0.0,53,033,021600
"Census Tract 217.01, King County, Washington",1455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,58.0,107.0,408.0,144.0,223.0,500.0,0.0,53,033,021701
"Census Tract 217.02, King County, Washington",2461.0,0.0,0.0,71.0,173.0,26.0,0.0,47.0,13.0,113.0,54.0,655.0,496.0,281.0,172.0,277.0,83.0,53,033,021702
"Census Tract 218.02, King County, Washington",2309.0,0.0,0.0,21.0,25.0,0.0,34.0,16.0,17.0,71.0,57.0,185.0,475.0,552.0,190.0,595.0,71.0,53,033,021802
"Census Tract 218.03, King County, Washington",2597.0,0.0,0.0,54.0,58.0,28.0,28.0,9.0,23.0,43.0,68.0,460.0,590.0,665.0,208.0,343.0,20.0,53,033,021803
"Census Tract 218.04, King County, Washington",2116.0,0.0,23.0,0.0,7.0,68.0,18.0,81.0,20.0,113.0,25.0,275.0,500.0,348.0,331.0,296.0,11.0,53,033,021804
"Census Tract 219.03, King County, Washington",2516.0,51.0,0.0,18.0,0.0,15.0,0.0,50.0,63.0,66.0,52.0,113.0,591.0,498.0,354.0,596.0,49.0,53,033,021903
"Census Tract 219.04, King County, Washington",1893.0,0.0,0.0,35.0,42.0,0.0,32.0,109.0,51.0,58.0,17.0,147.0,244.0,187.0,379.0,592.0,0.0,53,033,021904
"Census Tract 219.05, King County, Washington",2221.0,0.0,0.0,0.0,21.0,0.0,23.0,78.0,51.0,78.0,108.0,461.0,144.0,571.0,258.0,390.0,38.0,53,033,021905
"Census Tract 219.06, King County, Washington",1883.0,0.0,0.0,9.0,7.0,64.0,7.0,51.0,27.0,28.0,60.0,207.0,343.0,245.0,161.0,666.0,8.0,53,033,021906
"Census Tract 220.01, King County, Washington",2340.0,0.0,0.0,36.0,16.0,0.0,0.0,46.0,17.0,146.0,77.0,371.0,420.0,172.0,147.0,881.0,11.0,53,033,022001
"Census Tract 220.03, King County, Washington",1917.0,0.0,0.0,9.0,7.0,0.0,21.0,41.0,88.0,71.0,81.0,84.0,465.0,396.0,274.0,380.0,0.0,53,033,022003
"Census Tract 220.05, King County, Washington",2047.0,0.0,0.0,11.0,0.0,0.0,30.0,20.0,142.0,175.0,14.0,191.0,437.0,328.0,375.0,246.0,78.0,53,033,022005
"Census Tract 220.06, King County, Washington",1843.0,0.0,0.0,0.0,0.0,4.0,29.0,19.0,65.0,33.0,66.0,268.0,435.0,162.0,276.0,477.0,9.0,53,033,022006
"Census Tract 221.01, King County, Washington",1988.0,0.0,9.0,0.0,9.0,26.0,37.0,31.0,79.0,72.0,50.0,228.0,196.0,228.0,428.0,595.0,0.0,53,033,022101
"Census Tract 221.02, King County, Washington",2310.0,0.0,0.0,0.0,49.0,25.0,93.0,84.0,32.0,23.0,31.0,214.0,207.0,449.0,357.0,746.0,0.0,53,033,022102
"Census Tract 222.01, King County, Washington",1738.0,0.0,0.0,9.0,7.0,16.0,24.0,24.0,92.0,69.0,66.0,182.0,372.0,238.0,270.0,325.0,44.0,53,033,022201
"Census Tract 222.03, King County, Washington",1975.0,0.0,0.0,0.0,6.0,17.0,0.0,44.0,28.0,86.0,35.0,237.0,237.0,306.0,207.0,762.0,10.0,53,033,022203
"Census Tract 222.04, King County, Washington",1307.0,0.0,0.0,0.0,0.0,0.0,57.0,11.0,102.0,30.0,12.0,85.0,280.0,232.0,178.0,281.0,39.0,53,033,022204
"Census Tract 222.05, King County, Washington",2041.0,0.0,0.0,96.0,16.0,11.0,17.0,29.0,30.0,22.0,29.0,137.0,521.0,650.0,219.0,250.0,14.0,53,033,022205
"Census Tract 223, King County, Washington",1065.0,0.0,9.0,0.0,17.0,13.0,0.0,0.0,0.0,9.0,34.0,142.0,157.0,115.0,60.0,488.0,21.0,53,033,022300
"Census Tract 224.01, King County, Washington",1457.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,28.0,0.0,221.0,342.0,227.0,158.0,403.0,35.0,53,033,022401
"Census Tract 224.02, King County, Washington",2583.0,0.0,0.0,175.0,20.0,0.0,0.0,0.0,0.0,11.0,21.0,280.0,446.0,472.0,270.0,839.0,49.0,53,033,022402
"Census Tract 225.01, King County, Washington",1747.0,0.0,0.0,0.0,0.0,36.0,52.0,0.0,20.0,49.0,100.0,385.0,174.0,224.0,166.0,528.0,13.0,53,033,022501
"Census Tract 225.02, King County, Washington",2249.0,42.0,0.0,0.0,21.0,0.0,54.0,0.0,0.0,42.0,90.0,215.0,668.0,279.0,305.0,511.0,22.0,53,033,022502
"Census Tract 226.03, King County, Washington",2575.0,0.0,0.0,0.0,14.0,0.0,52.0,13.0,20.0,84.0,68.0,332.0,391.0,357.0,386.0,858.0,0.0,53,033,022603
"Census Tract 226.04, King County, Washington",1792.0,0.0,0.0,0.0,0.0,7.0,0.0,12.0,19.0,68.0,35.0,214.0,214.0,181.0,283.0,749.0,10.0,53,033,022604
"Census Tract 226.05, King County, Washington",2783.0,0.0,0.0,0.0,16.0,17.0,40.0,12.0,26.0,28.0,239.0,179.0,667.0,912.0,194.0,453.0,0.0,53,033,022605
"Census Tract 226.06, King County, Washington",2423.0,0.0,0.0,17.0,0.0,18.0,13.0,31.0,84.0,49.0,129.0,338.0,451.0,347.0,277.0,669.0,0.0,53,033,022606
"Census Tract 227.01, King County, Washington",1780.0,0.0,0.0,17.0,7.0,0.0,8.0,0.0,0.0,36.0,26.0,94.0,403.0,404.0,291.0,494.0,0.0,53,033,022701
"Census Tract 227.02, King County, Washington",1289.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,46.0,179.0,204.0,181.0,133.0,527.0,7.0,53,033,022702
"Census Tract 227.03, King County, Washington",987.0,6.0,0.0,0.0,0.0,0.0,14.0,5.0,5.0,23.0,14.0,113.0,89.0,137.0,166.0,415.0,0.0,53,033,022703
"Census Tract 228.02, King County, Washington",2305.0,0.0,0.0,9.0,0.0,0.0,0.0,18.0,55.0,47.0,112.0,263.0,216.0,608.0,241.0,694.0,42.0,53,033,022802
"Census Tract 228.03, King County, Washington",3210.0,0.0,0.0,47.0,0.0,0.0,0.0,35.0,12.0,69.0,112.0,326.0,717.0,1119.0,221.0,525.0,27.0,53,033,022803
"Census Tract 228.04, King County, Washington",2378.0,0.0,37.0,0.0,0.0,17.0,25.0,48.0,47.0,23.0,60.0,375.0,553.0,924.0,48.0,177.0,44.0,53,033,022804
"Census Tract 228.05, King County, Washington",1721.0,0.0,0.0,64.0,0.0,0.0,0.0,49.0,15.0,0.0,0.0,241.0,313.0,430.0,144.0,430.0,35.0,53,033,022805
"Census Tract 229.01, King County, Washington",1114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,74.0,56.0,210.0,19.0,150.0,199.0,374.0,9.0,53,033,022901
"Census Tract 229.02, King County, Washington",2650.0,0.0,0.0,0.0,0.0,39.0,61.0,52.0,68.0,103.0,88.0,356.0,387.0,329.0,303.0,847.0,17.0,53,033,022902
"Census Tract 230, King County, Washington",2697.0,0.0,0.0,8.0,0.0,17.0,12.0,51.0,36.0,58.0,62.0,221.0,437.0,577.0,357.0,842.0,19.0,53,033,023000
"Census Tract 231, King County, Washington",1473.0,0.0,0.0,0.0,0.0,8.0,7.0,22.0,46.0,75.0,49.0,124.0,72.0,279.0,294.0,475.0,22.0,53,033,023100
"Census Tract 232.01, King County, Washington",2402.0,0.0,48.0,65.0,10.0,17.0,59.0,0.0,41.0,96.0,31.0,379.0,548.0,634.0,238.0,219.0,17.0,53,033,023201
"Census Tract 232.02, King County, Washington",1889.0,7.0,0.0,74.0,9.0,18.0,17.0,79.0,44.0,28.0,40.0,460.0,455.0,119.0,52.0,466.0,21.0,53,033,023202
"Census Tract 233, King County, Washington",2415.0,0.0,18.0,45.0,37.0,26.0,28.0,60.0,68.0,193.0,115.0,244.0,239.0,394.0,491.0,409.0,48.0,53,033,023300
"Census Tract 234.01, King County, Washington",1649.0,0.0,4.0,37.0,24.0,46.0,9.0,52.0,14.0,55.0,65.0,158.0,273.0,379.0,204.0,312.0,17.0,53,033,023401
"Census Tract 234.03, King County, Washington",1477.0,0.0,0.0,7.0,9.0,8.0,8.0,34.0,9.0,30.0,40.0,155.0,138.0,295.0,158.0,524.0,62.0,53,033,023403
"Census Tract 234.04, King County, Washington",1328.0,0.0,0.0,0.0,17.0,0.0,25.0,0.0,8.0,63.0,56.0,134.0,159.0,166.0,246.0,434.0,20.0,53,033,023404
"Census Tract 235, King County, Washington",1495.0,0.0,0.0,0.0,0.0,0.0,7.0,30.0,10.0,13.0,24.0,212.0,93.0,231.0,223.0,636.0,16.0,53,033,023500
"Census Tract 236.01, King County, Washington",2003.0,0.0,0.0,0.0,0.0,8.0,8.0,16.0,62.0,9.0,7.0,379.0,319.0,507.0,262.0,419.0,7.0,53,033,023601
"Census Tract 236.03, King County, Washington",2703.0,0.0,17.0,17.0,0.0,18.0,0.0,0.0,15.0,0.0,29.0,365.0,799.0,656.0,167.0,483.0,137.0,53,033,023603
"Census Tract 236.04, King County, Washington",2512.0,0.0,16.0,14.0,18.0,0.0,100.0,84.0,56.0,111.0,69.0,279.0,526.0,526.0,196.0,517.0,0.0,53,033,023604
"Census Tract 237.01, King County, Washington",1706.0,0.0,0.0,0.0,18.0,11.0,0.0,0.0,29.0,14.0,16.0,220.0,194.0,373.0,216.0,615.0,0.0,53,033,023701
"Census Tract 237.02, King County, Washington",466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,76.0,109.0,53.0,182.0,20.0,53,033,023702
"Census Tract 238.01, King County, Washington",1448.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,29.0,48.0,35.0,172.0,302.0,369.0,148.0,330.0,0.0,53,033,023801
"Census Tract 238.05, King County, Washington",1914.0,0.0,0.0,0.0,19.0,0.0,21.0,0.0,18.0,0.0,23.0,205.0,265.0,271.0,268.0,720.0,104.0,53,033,023805
"Census Tract 238.06, King County, Washington",2119.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,15.0,17.0,0.0,92.0,479.0,617.0,495.0,341.0,0.0,53,033,023806
"Census Tract 238.07, King County, Washington",3395.0,0.0,0.0,72.0,20.0,56.0,0.0,0.0,0.0,0.0,0.0,163.0,309.0,1263.0,537.0,946.0,29.0,53,033,023807
"Census Tract 238.08, King County, Washington",1735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,314.0,394.0,398.0,375.0,221.0,0.0,53,033,023808
"Census Tract 239.01, King County, Washington",1650.0,0.0,0.0,17.0,19.0,0.0,27.0,0.0,0.0,28.0,43.0,257.0,275.0,192.0,221.0,540.0,31.0,53,033,023901
"Census Tract 239.02, King County, Washington",1039.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,10.0,217.0,99.0,65.0,56.0,575.0,10.0,53,033,023902
